participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,v,0,1.2526,,,,,,,,,0.1526,c,6.6289,,0,0,0,7,1,1.1,images/target_plus.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,v,0,2.4025,,,,,,,,,0.9025,c,4.9578,,0,1,1,6,1,1.5,images/target_cross.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,c,1,5.6604,,,,,,,,,4.5604,c,3.2006,,0,2,2,0,1,1.1,images/target_cross.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,b,1,3.8953,,,,,,,,,2.3953,c,3.9905,,0,3,3,4,1,1.5,images/target_plus.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,b,1,3.6579,,,,,,,,,2.3579,space,4.8456,,0,4,4,1,1,1.3,images/target_plus.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,c,1,3.6131,,,,,,,,,2.3131,space,2.779,,0,5,5,3,1,1.3,images/target_cross.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,v,1,3.1082,,,,,,,,,1.8082,space,2.2099,,0,6,6,8,1,1.3,images/target_square.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,v,1,2.9333,,,,,,,,,1.4333,b,3.2273,,0,7,7,2,1,1.5,images/target_square.jpg
,001,2024-02-16_12h27.52.404,choiceRTT,2023.1.3,Win32,60.24096386,v,1,3.5149,,,,,,,,,2.4149,b,2.9621,,0,8,8,5,1,1.1,images/target_square.jpg
