participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,v,1,0.085,,,,,,,,,-1.215,b,0.0796,,0,0,0,8,1,1.3,images/target_square.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,c,0,0.1519,,,,,,,,,-0.9481,v,0.0006,,0,1,1,7,1,1.1,images/target_plus.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,b,0,0.1029,,,,,,,,,-0.9971,c,0.0858,,0,2,2,5,1,1.1,images/target_square.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,v,0,0.0583,,,,,,,,,-1.2417,b,0.0702,,0,3,3,3,1,1.3,images/target_cross.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,c,0,0.1189,,,,,,,,,-1.1811,c,0.2532,,0,4,4,1,1,1.3,images/target_plus.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,b,0,0.103,,,,,,,,,-1.397,c,0.1336,,0,5,5,6,1,1.5,images/target_cross.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,v,1,0.0875,,,,,,,,,-1.4125,b,0.1339,,0,6,6,2,1,1.5,images/target_square.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,c,1,0.0362,,,,,,,,,-1.0638,v,0.1172,,0,7,7,0,1,1.1,images/target_cross.jpg
,001,2024-02-12_09h31.29.488,choiceRTT,2023.1.3,Win32,59.88023952,b,1,0.0911,,,,,,,,,-1.4089,c,0.0668,,0,8,8,4,1,1.5,images/target_plus.jpg
